country,code,year,region,incgroup,kyoto,co2_pc,co2_gdp,ghse,gdp_pc,gdp_g,gdp_g5,unem,gobexp,hmcd,lendborr,fiscrev,expfuel,tourism,daysbus,imp,exp,tradebal,urbanpop,denspop,minexp,lifexp,school,elec_pc,pop,pop_g,inf,rir,capform,ind_work,savings,cer_yield,agr_prod,fert_cons,forest,energy_gdp,surface,elect_rnw,natrent,minrent,gasrent,forrent,coalrent,energy_pc,fossil_use,agr_va,agr_emp,pol_syst,pol_or,pol_dem,cci,ind_va,serv_emp,oilrent,gasrent,impfuel
Northern Mariana Islands,MNP,2003,East Asia & Pacific,High income,0,,,9.59218446,,0.408441116,,,,,,,,,,62.46973366,90.23405973,27.76432607,90.398,125.9717391,,,,,57947,-0.812949728,,,,,,,,,68.40869565,,460,0,0,0,,0,,,22.12353233,,,,NA,,,0,,NA,NA,0
Mozambique,MOZ,2003,Sub-Saharan Africa,Low income,1,0.099210133,0.131127277,354834.811,756.5941649,6.878532872,8.837600548,3,,5.400624703,,,13.01975932,,177,45.02224431,22.43038175,-22.59186256,29.637,24.58239019,54.87639971,49.889,,374.4742927,19331100,2.976679703,,19.49731754,29.88906983,3.390000105,,819.2,66.84,0.736222222,51.53137414,25.47133167,799380,99.66076831,10.18439881,0.003915273,0.001441673,10.17110236,0.00793951,374.4742927,37.89823384,22.70563355,80.47000122,,NA,5,-0.5971819,18.41952829,16.13999939,0,0.001441673,16.19545397
Mauritania,MRT,2003,Sub-Saharan Africa,Lower middle income,1,0.486426674,0.112664247,10307.2832,4317.489228,6.928269551,0.622989475,10,,,,,,,82,36.19325216,19.12477218,-17.06847998,40.351,2.772046182,57.90522551,61.018,87.07692719,,2857148,2.805704365,5.151901508,15.80556499,21.47532956,17.94000053,,797.7,60.09,,0.393247308,4.014518059,1030700,0,9.956089485,7.598267022,0,2.357822463,0,0,,24.17884985,39.79000092,Presidential,NA,-6,-0.0311151,26.73455099,42.27000046,0,0,16.43888644
Mauritius,MUS,2003,Sub-Saharan Africa,High income,0,2.523504784,0.19504367,,12938.15268,5.925445489,4.369624724,8.300000191,19.65012428,3.225827797,-2.94644341,16.09532762,0.040183499,30.20619078,,54.11127487,56.0072568,1.895981926,42.335,597.7192118,0.215656475,72.12130081,101.4146194,1561.765991,1213370,0.723661766,3.921053576,14.55817327,23.67924522,34.08000183,26.0970087,6555.6,125.44,299.4545455,20.1320197,3.158093642,2040,27.23342939,0.010698957,0,0,0.010698957,0,1561.765991,46.37187614,5.177446514,12.77000046,Parliamentary,Left,10,0.3008124,25.25071995,53.15000153,0,0,10.89157543
Malawi,MWI,2003,Sub-Saharan Africa,Low income,1,0.07670026,0.101728834,20340.8092,753.967749,5.705639437,1.047729145,6.050000191,,2.499961876,,,0.113642391,10.65451637,43,30.67199289,20.17045655,-10.50153634,14.875,127.2823611,0.103044705,46.052,,,12000181,2.416570938,9.576797869,34.95417997,12.92234037,6.019999981,5.310456324,1209,55.04,31.07733333,31.35023335,8.813858052,118480,87.33428208,8.621029804,0,0,8.588834725,0.032195078,0,62.44274966,36.2226653,80.58000183,Presidential,NA,5,-0.7312583,17.9744891,13.39999962,0,0,11.55855418
Malaysia,MYS,2003,East Asia & Pacific,Upper middle income,1,6.40746098,0.382502819,195386.718,16751.4085,5.788499286,2.709145724,3.609999895,17.62618532,2.287558584,-4.852317149,15.49565512,10.0750779,5.734173108,37.5,87.25168291,106.9434461,19.69176324,64.78,75.17522143,0.871143249,73.17,97.37120819,2914.673774,24698819,2.005612012,1.089676326,2.906032398,22.76338506,32.02000046,36.8350108,3347.2,104.9,1141.952528,59.25502968,5.566573751,330800,6.443308823,11.04342298,0.024517128,1.725362543,4.929979066,0.000430811,2914.673774,77.21078981,9.306085216,14.27000046,Parliamentary,NA,3,0.343969,46.5786627,53.70999908,4.36313343,1.725362543,5.514052219
Namibia,NAM,2003,Sub-Saharan Africa,Upper middle income,1,0.99719017,0.141070068,28634.234,7068.757984,4.23979429,3.223931447,21.70999908,29.35829456,,-5.734485801,23.74657245,0.993442611,22.84536696,86,53.77255244,44.46262994,-9.309922501,34.709,2.282448469,7.207763044,50.589,116.0215073,1169.698321,1879117,1.4793442,7.136153115,13.41040765,19.8495294,14.10000038,24.85029766,301.5,72.03,1.411042945,9.530124015,3.810435338,824290,99.85925405,0.951725885,0.357478596,0,0.594247289,0,1169.698321,,10.4583661,30.40999985,,NA,6,0.2374931,24.61814019,55.49000168,0,0,10.29647727
New Caledonia,NCL,2003,East Asia & Pacific,High income,0,12.15844489,,,,,-0.06666472,16.56999969,,,,,1.209682992,,,,,,62.987,12.32472648,24.68140492,75.27073171,,,225296,1.703765144,,,,22.15999985,,4029.1,68.4,536.4705882,45.85344639,,18580,18.65756542,,,,,,,83.59668447,,3.730000019,,NA,,,0,74.11000061,NA,NA,9.877134011
Niger,NER,2003,Sub-Saharan Africa,Low income,1,0.060015019,0.062416585,9570.2698,961.5235986,2.170610381,4.146236035,2.279999971,,,,,1.454760907,6.609517407,36,20.10856504,13.2742281,-6.834336947,16.251,9.984987763,50.25751822,51.95,42.72101974,29.80712183,12647984,3.688328598,-1.614407692,,13.93030022,7.960000038,8.461537423,429.5,47.54,0.29366548,1.019057393,6.912883212,1267000,0,9.29014518,0.002498491,0,9.252002355,0.035644334,29.80712183,52.15905904,41.1955263,76.31999969,Assembly-Elected President,NA,5,-0.9264554,17.30875231,15.72000027,0,0,16.90437412
Nigeria,NGA,2003,Sub-Saharan Africa,Lower middle income,1,0.760558295,0.210148884,314942.187,3619.14029,7.34719497,5.885631229,3.839999914,,,,,97.8966781,0.211303064,,22.58358378,26.75138108,4.167797301,37.356,144.8232056,0.002844004,47.242,99.46705627,101.9252137,131900631,2.537254552,14.03178361,9.935713387,29.38679832,11.97000027,29.4022304,1308.8,72.46,6.141,26.79394578,9.89961629,923770,36.90051526,13.6737028,9.23E-05,0.678740801,2.610995781,0.000303684,101.9252137,89.7010317,33.82706055,46.36999893,Presidential,NA,4,-1.362079,26.0024149,41.65999985,10.38357028,0.678740801,16.0046438
Nicaragua,NIC,2003,Latin America & Caribbean,Lower middle income,1,0.833579486,0.206162724,16965.369,4043.308467,2.520732899,3.712804928,7.599999905,13.15269262,11.99898339,-2.193837741,11.7208159,1.273474387,,47,41.47006697,20.70499891,-20.76506806,55.633,43.97638358,0.653767412,70.64,115.5194702,367.3387479,5292118,1.384988584,5.302387732,9.700975339,22.25050899,17.95999908,10.05561815,1860.2,80.78,31.89560976,41.84783945,6.068727445,130370,27.05627706,1.267883974,0.141833479,0,1.126050495,0,367.3387479,63.63404893,15.62590256,30.53000069,Presidential,Right,8,-0.4796036,20.59476094,51.50999832,0,0,18.39656585
Netherlands,NLD,2003,Europe & Central Asia,High income,0,11.28284953,0.235257544,221354.464,47959.56527,0.155645898,3.287567298,3.589999914,38.20459819,1.246840617,-2.684230027,20.35373725,5.655044105,4.531138263,9,52.63586904,59.28414032,6.64827129,80.341,480.6072867,1.983217942,78.49268293,107.4945679,6695.715124,16225302,0.471814399,2.09199839,0.812095934,20.48809501,19.90999985,26.66891899,7956.8,87.95,438.2913907,10.77292654,4.971925059,41530,4.092214258,0.565774148,0,0.520115892,0.002506885,0,6695.715124,,2.059827226,3.039999962,Parliamentary,Left,10,2.052378,20.77865096,77.05000305,0.043151371,0.520115892,10.28813881
Norway,NOR,2003,Europe & Central Asia,High income,1,9.90643602,0.168145928,73172.62816,58915.70569,0.910105664,2.272662653,4.21999979,37.37333093,1.1159503,8.198343088,25.92911222,61.17286391,3.309017054,18,26.92265442,39.63016952,12.7075151,77.084,12.49809716,6.645230263,79.3902439,99.98497772,23201.39413,4564855,0.586532692,2.487825535,,19.58485871,21.67000008,31.40232887,3940.7,96.65,213.5074627,33.15509632,4.116148491,385178,99.39907565,8.536175136,0,1.433387501,0.042903825,0.004442992,23201.39413,,1.308039428,3.829999924,Parliamentary,Left,10,2.067727,33.39478043,74.5,7.055440818,1.433387501,4.43959022
Nepal,NPL,2003,South Asia,Lower middle income,1,0.113310454,0.060102579,29847.024,1885.284381,3.945037767,3.709799613,1.690000057,,3.018235405,,8.651811853,0.003575791,21.57523594,31,28.54801912,15.69986449,-12.84815463,14.538,174.9624834,4.294310598,64.165,114.8427429,70.53183797,25080872,1.426524776,5.707009319,,21.40937893,11.53999996,25.16132113,2200.9,67.38,5.0587473,40.70555284,9.143759557,147180,99.82355536,1.210283809,0,0,1.207725045,0.002558763,70.53183797,87.1469071,35.10587509,73.61000061,Presidential,NA,-6,-0.4582963,16.97130006,14.85000038,0,0,15.57046585
Nauru,NRU,2003,East Asia & Pacific,High income,1,6.604562738,,,,,,,,,,,,,,,,,100,499.7,,,97.10452271,,9994,-1.074851112,,,,,,,84.97,,,,20,0,,,,,,,,,,,NA,,,0,,NA,NA,0
New Zealand,NZL,2003,East Asia & Pacific,High income,1,8.46272795,0.237197021,80252.282,35678.05333,4.549889189,3.458580945,4.75,31.21734163,1.093962965,2.804822771,29.24813843,1.916169844,17.00979571,12,28.07504394,29.8397254,1.764681458,86.221,15.29451977,3.79453629,79.14634146,98.43256378,9407.032181,4027200,1.973558544,1.753574448,4.649236419,24.12838577,22.55999947,22.39980616,7059.9,76.29,2192.420265,37.40740572,5.727209561,267710,65.9955367,1.139724199,0.104399256,0.203707148,0.625067451,0.031862063,9407.032181,87.804714,5.729332466,7.869999886,Parliamentary,Left,10,2.346575,23.25780958,69.58000183,0.17468828,0.203707148,9.384497884
Oman,OMN,2003,Middle East & North Africa,High income,1,13.57433263,0.419556557,46464.7878,32353.9995,-2.668591212,2.581359624,3.630000114,,1.466789374,,,76.8245304,4.429985229,36.4,40.0208661,56.97957521,16.95870911,71.509,7.70974475,0.052636567,73.447,91.91731262,3549.62731,2386166,2.173681819,0.231328682,-1.770370152,23.20130852,15.10999966,30.39504644,5066.8,64.06,205.1570968,0.009693053,3.59145517,309500,0,36.17041694,0.001304193,1.859887752,0.001722389,0,3549.62731,,2.206562294,7.329999924,Presidential,NA,-8,0.5901475,55.55509064,77.55999756,34.30750261,1.859887752,40.47251936
Pakistan,PAK,2003,South Asia,Lower middle income,1,0.776618469,0.22921428,271615.1473,3388.176646,5.777033992,3.306642198,0.639999986,,6.104771186,,,2.307243451,4.196277496,,14.62901544,15.16738101,0.538365571,33.58,198.5955959,0.205644529,63.522,72.72244263,395.3926863,153093373,2.341923724,2.914134701,,16.67059578,20.76000023,19.48331113,2320.6,75.64,100.9701828,5.689602792,5.39291391,796100,33.33415811,1.614787466,0.003171448,0.828390756,0.20036654,0.038865056,395.3926863,,22.8647397,42.09000015,Parliamentary,Left,-5,-0.762178,17.97905446,37.15000153,0.543993666,0.828390756,23.55055886
Panama,PAN,2003,Latin America & Caribbean,High income,1,1.917461503,0.13061027,10850.464,14680.78664,4.205495945,3.355500731,3.809999943,,10.50153067,,,0.487380909,10.59093184,18,60.35333392,54.34003298,-6.013300938,63.091,43.16717783,1.97118764,75.565,107.5375595,1359.59325,3209048,1.882967812,0.391666667,8.696084724,28.71406454,17.21999931,20.46542898,2694.6,111.15,51.15693431,59.29371805,3.324057973,75420,51.00430416,0.140072689,0.031935732,0,0.108136958,0,1359.59325,98.48056672,6.867910699,17.47999954,Presidential,NA,9,-0.34831,18.98862838,65.30000305,0,0,8.817503883
Peru,PER,2003,Latin America & Caribbean,Upper middle income,1,0.963765168,0.140453115,53092.701,6861.828363,4.165023137,1.97383315,4.789999962,17.77083788,,-1.750293388,13.41152116,7.379846786,9.633885093,100.5,18.60994338,19.01466695,0.404723569,74.249,21.38455156,30.69222788,72.24,114.6099472,752.8434114,27372226,0.995940286,2.259377534,18.87154951,17.51028937,13.35000038,17.35168162,3442.5,64.86,82.29830508,58.53392266,2.614532223,1285220,81.70912581,1.601095565,0.378848087,0.015960054,0.173559339,3.58E-07,752.8434114,88.87888768,7.312919344,35.97999954,Presidential,NA,9,-0.0764168,29.88934946,50.68000031,1.032727726,0.015960054,17.32144897
Philippines,PHL,2003,East Asia & Pacific,Lower middle income,1,0.860013617,0.183079565,140443.044,4697.485594,5.086911135,2.736381363,3.529999971,16.30398793,7.749364645,-4.345449394,11.66643259,1.558853867,6.234593262,37,45.26962599,42.30501837,-2.964607621,45.88,278.5389912,1.724823017,68.937,107.8690033,555.435343,83051971,2.051819246,2.289156627,6.085285047,19.52873561,15.60000038,32.54693304,2823.4,84.72,166.9963783,24.041312,4.417670178,300000,33.41896487,1.031017157,0.359185386,0.124455408,0.404284633,0.014544286,555.435343,,13.15094766,36.41999817,Presidential,NA,8,-0.5840759,34.54056403,47.97999954,0.128547443,0.124455408,9.371930322
Palau,PLW,2003,East Asia & Pacific,High income,1,10.73683679,0.767696945,0,13985.77506,-3.263369863,5.009757354,,,,,,,,33,77.6336813,40.69485435,-36.93882694,69.6,43.06304348,,,113.2344589,,19809,0.872083811,0.922874094,,,,,,,,86.6826087,12.96241364,460,0,0,0,,0,,,78.26124598,3.74108878,,,NA,,,16.91852339,,NA,NA,0
Papua New Guinea,PNG,2003,East Asia & Pacific,Lower middle income,1,0.634011406,0.230479193,10217.6916,2750.840099,2.164102502,-0.937718071,2.660000086,,9.78568231,,,20.32149837,0.200931162,52,54.03110268,69.41796632,15.38686364,13.146,13.74238617,46.2571238,59.974,54.60187149,,6223377,2.025000542,14.70907797,7.4062393,19.92146918,4.380000114,34.41667111,3599.2,79.94,37.86222222,80.04293159,11.39923388,462840,29.23222152,33.13209262,17.77916634,0.141954289,5.994627723,0,0,86.21784957,38.34858793,72.12000275,Parliamentary,Center,4,-0.8823828,35.25167329,23.5,9.216344271,0.141954289,13.30143192
Poland,POL,2003,Europe & Central Asia,High income,1,7.911421984,0.452981396,387619.1421,17465.22497,3.498399184,3.430172538,19.37000084,40.53050692,1.722082833,-5.684812171,16.72132038,4.374910507,6.557127222,63,36.09576558,33.35044951,-2.745316071,61.676,124.7536899,3.754668091,74.59756098,96.0068512,3324.471392,38204570,-0.067492702,0.682701376,,18.80465371,28.54999924,16.36642466,2865.4,87.6,128.8710574,29.84587252,6.379152563,312690,1.499910005,0.678367228,0.111357617,0.095735085,0.206895164,0.228544825,3324.471392,,2.609803199,18.20000076,Assembly-Elected President,Left,10,0.4244018,27.45741024,53.25999832,0.035834538,0.095735085,9.232477835
Puerto Rico,PRI,2003,Latin America & Caribbean,High income,0,,,3095.28599,32206.46489,0.053419805,4.284464201,11.77999973,,22.38850906,,,,,7,45.10339795,73.73675953,28.63336158,94.224,431.3523112,,78.07121951,,,3826095,0.062589906,,,15.52781869,19.59000015,,1821.3,124.93,,50.48928974,0.191315853,8870,1.086184568,0,0,0,0,0,0,99.96233326,0.563162692,2,,NA,,1.37669,49.00330628,78.41000366,0,0,0
"Korea, Dem. People’s Rep.",PRK,2003,East Asia & Pacific,Low income,1,3.005259441,,98123.02581,,,,2.99000001,,,,,,,,,,,59.648,195.5188606,,67.615,,750.9421501,23542426,0.865896472,,,,17.89999962,,3250.3,92.96,,53.07698696,,120540,55.81483951,,,,,,750.9421501,27.11698557,0,49.11000061,Assembly-Elected President,Left,-10,-1.440077,0,33,NA,NA,0
Portugal,PRT,2003,Europe & Central Asia,High income,1,5.853135645,0.19178206,89900.198,30519.72448,-0.930521193,3.04906296,6.130000114,39.82080986,1.428624163,-5.183324452,19.88117057,2.437420397,16.92476336,78,33.77175559,27.3671919,-6.404563693,56.287,114.3040546,1.575315727,77.2195122,119.4627609,4375.732217,10458821,0.375411415,3.218990907,,23.11470536,32.65999985,16.5812568,2643.2,87.63,174.4039577,35.76284153,3.839451792,92120,38.05378216,0.112147127,0,0,0.112147127,0,4375.732217,97.74188768,2.651180796,12.97000027,Presidential,Left,10,1.158951,22.62971502,54.36999893,0,0,10.11401048
Paraguay,PRY,2003,Latin America & Caribbean,Upper middle income,1,0.722595825,0.086684086,83847.271,8335.968662,4.320745486,-0.893528327,6.809999943,,22.81206956,,,49.52475035,2.22018519,72,33.98270617,47.1446576,13.16195142,56.977,14.17816008,0.166784461,71.249,112.4251022,835.7916223,5632983,1.809659732,14.23679705,37.0207819,20.6270244,15.98999977,24.68731192,2323.5,53.54,66.23932927,55.28622703,4.975224702,406750,100,2.140509429,0,0,2.140509429,0,835.7916223,,13.00894327,31.32999992,Presidential,Right,8,-1.394238,40.27338267,52.68000031,0,0,19.49625039
West Bank and Gaza,PSE,2003,Middle East & North Africa,Lower middle income,0,0.405640436,0.107479121,,3774.132413,14.01586702,-1.548276295,23,,2.731075102,,,1.355978571,12.8131552,,63.41733871,12.98135081,-50.4359879,72.627,524.0812292,2.946277325,71.648,91.70967865,,3154969,2.555247556,4.403032217,,28.80544355,25.57999992,1.441910931,2053.6,87.51,,1.516611315,2.822862067,6020,0,0,0,0,0,0,0,92.78071902,6.980846774,16.23999977,,NA,,-0.3667901,23.19052419,58.18000031,0,0,23.65055919
French Polynesia,PYF,2003,East Asia & Pacific,High income,1,2.91673229,,,,,4.733333586,11.64000034,,,,,0.021494393,59.29865618,,,,,56.242,69.04453552,0.113161772,73.382,,,252703,1.487444577,,,,17.90999985,,,96.26,285,40.66202186,,4000,26.0051495,,,,,,,,,9.300000191,,NA,,,0,72.80000305,NA,NA,6.335338928
Qatar,QAT,2003,Middle East & North Africa,High income,1,60.90080934,0.700917023,51782.17186,86887.33089,3.719958636,5.540169179,0.649999976,,,,,92.32409247,,,28.46736631,61.69758239,33.23021608,96.868,58.72420327,0.114763942,77.919,111.2965927,16390.72556,681788,6.18952516,2.264565044,,34.86569464,39.81000137,,3706.4,61.36,86.20689655,,7.889175815,11610,0,34.07397448,0,3.030437501,0.000245605,0,16390.72556,6.846046436,0.234640393,2.599999905,Presidential,NA,-10,0.5357439,0,57.59999847,31.04329137,3.030437501,0.562390593
Romania,ROU,2003,Europe & Central Asia,High income,1,4.684388286,0.32566394,141128.161,14384.11722,2.341147329,2.195183551,6.949999809,30.94786513,3.204360435,-1.606105954,17.77476375,6.47394621,2.625106661,29,31.966792,24.21273505,-7.754056949,52.912,93.82181344,4.146605759,71.3097561,104.7155533,2237.937816,21574326,-0.721262297,15.27348899,1.852768342,23.19531924,29.13999939,16.71329687,2534.9,86.76,38.632825,27.87866928,6.138751837,238390,24.05150526,2.459012336,0.028895729,0.886561376,0.413784942,0.050657892,2237.937816,,11.91438409,37.68000031,,NA,8,-0.3749062,32.04849373,33.18000031,1.079112397,0.886561376,10.96925627
Russian Federation,RUS,2003,Europe & Central Asia,Upper middle income,1,11.0906198,0.634173909,3542027.45,17488.29405,7.299952345,4.180012603,8.210000038,23.04630639,28.88026209,2.207555324,13.3140302,54.5075199,3.986155922,,23.87828723,35.24998177,11.37169454,73.373,8.830278652,6.792673212,65.04780488,121.0511475,5478.130458,144648618,-0.453780668,13.66329302,-0.600170683,20.85895848,30.22999954,29.15863223,1777.4,66.34,11.00351667,49.51038522,11.10584789,17098240,17.07669458,17.57430287,0.475341327,5.622959384,0.606028643,0.276044399,5478.130458,75.84136424,5.502946052,10.80000019,Presidential,NA,6,-0.7613105,28.65313499,58.97000122,10.59392912,5.622959384,2.240096587
Rwanda,RWA,2003,Sub-Saharan Africa,Low income,1,0.060851257,0.060277063,4793.8085,1009.525911,2.202365531,8.651622571,0.920000017,,,,,0,,18,21.53390893,7.784798345,-13.74911059,16.904,346.8650588,26.64285847,52.178,120.3233871,,8557161,1.532051953,7.44970014,-3.635011012,13.16997177,3.019999981,,944.3,79.57,2.23857404,11.36603162,6.676198719,26340,98.3277592,10.51217854,0.00104845,0,10.51113009,0,0,,33.03526849,87.01999664,Presidential,NA,-3,-0.4663844,14.31189644,9.970000267,0,0,15.55603104
Saudi Arabia,SAU,2003,Middle East & North Africa,High income,1,14.57351967,0.353470495,355029.43,41229.80525,11.24206139,0.145115036,5.559999943,,1.113256232,,,89.67784927,3.454028744,81.3,23.9770302,45.85416578,21.87713558,80.53,10.44645926,0.182297849,73.051,,6501.326177,22456649,2.943308391,0.612194395,,19.49247066,20.92000008,34.69725816,4228.9,130.93,106.1666667,0.454484135,5.751648456,2149690,0,38.72188041,0.011645339,0.580188768,0.001142358,0,6501.326177,95.99111004,4.504559013,4.489999771,Presidential,NA,-10,-0.1522317,54.61856545,74.59999847,38.12890395,0.580188768,0.232764139
Sudan,SDN,2003,Sub-Saharan Africa,Low income,1,,0.094771505,499185.49,2561.682265,7.734591717,5.337220375,15.47999954,,,,,79.39418335,0.65925969,,17.16976882,14.82786272,-2.341906093,32.654,0,0.410995601,59.67,61.09540176,,29460519,2.598743824,7.710690832,,26.71466286,11.92000008,18.49637859,,98.04,,,6.496100584,,34.67501491,7.298530339,0.054845055,0,0,0,0,85.26115788,36.61714529,50.11000061,Assembly-Elected President,NA,-6,-1.242393,21.40169865,37.97000122,7.243685283,0,3.068052118
Senegal,SEN,2003,Sub-Saharan Africa,Lower middle income,1,0.47205185,0.189280069,34578.804,2493.933209,6.683228178,4.136099297,6.699999809,,,,,20.11327678,14.74331596,57,38.73645728,26.62284815,-12.11360913,40.898,54.7523347,3.366922566,59.259,76.04981995,127.496486,10541467,2.475669728,-0.051997024,,22.27585609,12.46000004,15.36792971,1090.7,64.89,10.93860846,45.38336883,5.025003269,196710,18.34264432,2.818374922,0.115093369,0.003043812,2.70023774,0,127.496486,63.58198054,15.11242183,44.16999817,Presidential,Left,8,-0.1573349,21.43779921,43.36000061,0,0.003043812,18.59599827
